0.01161685,0.04507733,0.09063372,0.00804181,0.11465107,0,0.11368642,0.01606032,0.10147011,0,0.12082025,0.00260569,0.27357318,0.07173759,0.8447759,0.08590054,0,0.03741654,0.01133648,0.11154942
0.43687069,0,0.04346205,0.3439144,0,0.00779181,0.13340495,0.08876067,0.28756441,0.13324809,0.13415891,0.33931215,0.4186,0.11897957,0.20945861,0.10522734,0.381285,0.00734473,0.04299322,0.02641514
0.3077304,0.00442232,0.08612215,0.5343186,0.16164739,0.15951071,0.4544276,0.03910276,0.03701228,0.0949102,0.05582678,0.45713352,0.08022222,0.01643384,0.06961523,0.02323921,0.0918238,0.02553497,0.04006743,0.01467231
0.1930864,0.09020226,0.29143543,0.16591038,0.00481152,0.10926417,0.00524,0.0220016,0.17565659,0,0.30896974,0.24360038,0.44254874,0.02023155,0.83126951,0.05835713,0.00539335,0.05017786,0.12495677,0.16453345
0.3359188,0.02197106,0,0.04920349,0.48920336,0.05463287,0.00054793,0,0.11530578,0,0.10388416,0.09316906,0.31453354,0.0203545,0.09696216,0.29903454,0,0.34180391,0.23500216,0
0.31945715,0.01282774,0.31919244,0.15331008,0.96931456,0.57429796,0.05014314,0.06001508,0.20890209,0.0666698,0.0245907,0.07507087,0.26815615,0.81408002,0.01961033,0.07375039,0.01239885,0.1188372,0.6334639,0.13394772
0.07018489,0.01426366,0.09044895,0.09397738,0.19248585,0.879135,0.09944782,0.01634791,0.14905807,0.17805763,0.12399616,0.0166815,0.02857296,0.12087584,0.03758662,0.12594338,0.02132509,0.10877203,0.00985757,0.16423647
0.27076084,0.08679226,0.23261797,0.15899729,0.03360821,0.60222078,0.14905824,0.21861624,0.0709174,0.08314843,0.01471415,0.58603628,0,0.72725405,0.02982041,0.06334032,0.33366666,0.07905606,0.22895625,0.16003434
0.02835811,0,0.12531334,0.09715325,0.43349289,0,0.04360256,0,0.31923825,0.3442066,0,0.04077867,0,0.427505,0.15035917,0,0.31524842,0.1077887,0.17650104,0
0.08885774,0.01916784,0.06357529,0.04177567,0.03308709,0,0.00061721,0.0268354,0.16791381,0,0.60734453,0.08260592,0.1298067,0.31466095,0.01182983,0,0.29708924,0.07307978,0.01906862,0.01980021
0.01740196,0.09637962,0.20345852,0.28872785,0.42761345,0.19729961,0.37606326,0.05101974,0.45864517,0.08259568,0.23166465,0.01474273,0.36805376,0.18088955,0.86267493,0.43420098,0.05111925,0.18740699,0.29397881,0.3890478
0.71952425,0.16958741,0.15320006,0.43053183,0,0.41491672,0.34666705,0.15632271,0.34596389,0.21449302,0.15838871,0.38364267,0.44400614,0.51307331,0.8591366,0.17442192,0.9218368,0.23248358,0.32193807,0.29364826
0.31805016,0.18524514,0.2368699,0.95567409,0.98015199,0.99423707,0.49529365,0.31025632,0.1005627,0.22183275,0.09888159,0.93109378,0.98627077,0.16953847,0.12636274,0.11086464,0.42039632,0.14269713,0.1413463,0.21870154
0.2362005,0.19017987,0.29158904,0.22321809,0.1411296,0.23419171,0.07924938,0.04930747,0.37645863,0.15994441,0.39659825,0.2496606,0.45996138,0.28649746,0.85150494,0.4277491,0.40244029,0.35639898,0.2309106,0.74276551
0.37197397,1.11995722,0.11640546,0.18548539,1.49284138,0.23412317,0.46685194,0.02111967,0.41976775,0.0065026,0.21648313,0.23045149,1.14078029,0.57981825,0.85102146,0.44218652,0.08337399,0.47596998,0.43585393,0.51160992
0.38700703,0.11620907,0.36809796,0.35270569,0.98442487,0.93318999,0.14826198,0.24455034,0.27439958,0.35001249,0.05700269,0.07534932,0.61595867,0.86051467,0.44708845,0.22642234,0.13812333,0.13043966,0.78914348,0.18634964
0.21862709,0.02005047,0.09241488,0.10596762,0.25439877,0.91667489,0.22647131,0.09186688,0.19349298,0.30369162,0.18623574,0.8766861,0.12733891,0.95769634,0.34041744,0.18300656,0.10375917,0.3320592,0.06951427,0.19254989
0.34613488,0.4007638,0.27917098,0.25750028,0.44675181,0.76461636,0.40001636,0.76461636,0.12772914,0.13346641,0.17616044,0.74178847,0.67299119,0.81930522,0.06400586,0.35800196,0.50609695,0.23995936,0.29183647,0.21914494
0.36872192,0.68819152,1.00375822,0.24003656,0.43674919,0.20046365,0.32423678,1.61321332,0.48723039,0.46062729,0.11294304,0.46072664,0.34074243,0.67389687,0.85637296,0.55601569,0.31863925,0.23469042,0.2063808,0.24283058
0.51204693,0.96720966,0.79971027,0.12738276,0.31316849,0.03138,0.09263134,0.94790309,0.56531074,0.0368888,0.61688354,0.80797176,0.5212069,0.8479162,0.168862,0.32518372,1.10208599,0.2090532,0.17650316,0.03264475
